

model	omega	U	V	V0m	V1m	cdw	cdw_1	mu	t	ave_U_1	ave_V_1	ave_V0m_1	ave_V1m_1	ave_cdw_1	ave_mu_1	ave_t_1	var_U_1	var_V_1	var_V0m_1	var_V1m_1	var_cdw_1	var_mu_1	var_t_1	E0_1	sector_1	githash	omegaH	time


model	omega	U	V	V0m	V1m	cdw	cdw_1	mu	t	ave_U_1	ave_V_1	ave_V0m_1	ave_V1m_1	ave_cdw_1	ave_mu_1	ave_t_1	var_U_1	var_V_1	var_V0m_1	var_V1m_1	var_cdw_1	var_mu_1	var_t_1	E0_1	sector_1	githash	omegaH	time
1D_L4	-6.3415423	4	2.6	1e-09	1e-09	0	2.4760767e-10	7.2	1	0.24829231	0.33450157	0.47959146	-2.3780296e-10	-6.386988e-10	1	-0.96707828	0.025511766	0.070175839	0.014982432	0.03048783	0.2364933	0	0.088222369	-25.21682	R0:N4:S0:1	3bcaa91	-6.3415423	2022-01-31@15:42
1D_L4	-6.3415104	4	2.6	1e-09	1e-09	0	0.01	7.2	1	0.2483137	0.33446797	0.4795857	-0.0038155975	-0.010382013	1	-0.96702457	0.025511375	0.070172493	0.01498147	0.030481569	0.23644866	0	0.088253826	-25.217027	R0:N4:S0:1	3bcaa91	-6.3415104	2022-01-31@15:42
1D_L4	-6.3415104	4	2.6	1e-09	1e-09	0	-0.0099999998	7.2	1	0.2483137	0.33446797	0.4795857	0.003815597	0.010382012	1	-0.96702457	0.025511375	0.070172493	0.01498147	0.030481569	0.23644866	0	0.088253826	-25.217027	R0:N4:S0:1	3bcaa91	-6.3415104	2022-01-31@15:42
1D_L4	-6.3415423	4	2.6	1e-09	1e-09	0	1.8321457e-10	7.2	1	0.24829231	0.33450157	0.47959146	-2.1323034e-10	-5.7183858e-10	1	-0.96707828	0.025511766	0.070175839	0.014982432	0.03048783	0.2364933	0	0.088222369	-25.21682	R0:N4:S0:1	3bcaa91	-6.3415423	2022-01-31@15:42


model	omega	U	V	V0m	V1m	cdw	cdw_1	mu	t	ave_U_1	ave_V_1	ave_V0m_1	ave_V1m_1	ave_cdw_1	ave_mu_1	ave_t_1	var_U_1	var_V_1	var_V0m_1	var_V1m_1	var_cdw_1	var_mu_1	var_t_1	E0_1	sector_1	githash	omegaH	time
1D_L4	-6.6653083	4	2.8	1e-09	1e-09	0	1.8321457e-10	7.6	1	0.2639034	0.30620972	0.48919647	-2.3883839e-10	-6.4447223e-10	1	-0.95318533	0.024941084	0.065567079	0.014899266	0.032174619	0.24971461	0	0.09270235	-26.560738	R0:N4:S0:1	3bcaa91	-6.6653083	2022-01-31@15:42
1D_L4	-6.6652812	4	2.8	1e-09	1e-09	0	0.01	7.6	1	0.26392541	0.30617646	0.48918576	-0.0042963262	-0.011721088	1	-0.95312166	0.024940428	0.065562818	0.0148983	0.032166059	0.24965318	0	0.092739326	-26.560972	R0:N4:S0:1	3bcaa91	-6.6652812	2022-01-31@15:42
