model	E_kin	U	hx	mu	t	ave_hx	ave_mu	ave_t	ave_U_1	ave_mu_1	ave_t_1	var_U_1	var_mu_1	var_t_1	E0_1	sector_1	githash	time
1D_L4	-0.93468362	4	0	2	1	0	1	-0.93468362	0.084896413	1	-0.82787198	0.01648638	0	0.26378208	-9.9531453	R0:N4:1	c1a1676	2022-03-07@15:44

model	E_kin	U	hx	mu	t	ave_hx	ave_mu	ave_t	ave_U_1	ave_hx_1	ave_mu_1	ave_t_1	var_U_1	var_hx_1	var_mu_1	var_t_1	E0_1	sector_1	githash	time
1D_L4	-0.9346836	4	0.1	2	1	-2.2532291e-09	1	-0.9346836	0.084896413	0	1	-0.82787198	0.01648638	0	0	0.26378208	-9.9531453	R0:N4:1	c1a1676	2022-03-07@15:44
1D_L4	-0.93468359	4	0.2	2	1	-5.634414e-09	1	-0.93468359	0.084896413	0	1	-0.82787198	0.01648638	0	0	0.26378208	-9.9531453	R0:N4:1	c1a1676	2022-03-07@15:44
model	E_kin	U	hx	mu	t	ave_hx	ave_mu	ave_t	ave_U_1	ave_mu_1	ave_t_1	var_U_1	var_mu_1	var_t_1	E0_1	sector_1	githash	time
1D_L4	-0.93468362	4	0	2	1	0	1	-0.93468362	0.084896413	1	-0.82787198	0.01648638	0	0.26378208	-9.9531453	R0:N4:1	c1a1676	2022-03-07@15:49

model	E_kin	U	hx	mu	t	ave_hx	ave_mu	ave_t	ave_U_1	ave_hx_1	ave_mu_1	ave_t_1	var_U_1	var_hx_1	var_mu_1	var_t_1	E0_1	sector_1	githash	time
1D_L4	-0.9346836	4	0.1	2	1	-2.2532291e-09	1	-0.9346836	0.084896413	0	1	-0.82787198	0.01648638	0	0	0.26378208	-9.9531453	R0:N4:1	c1a1676	2022-03-07@15:49
1D_L4	-0.93468359	4	0.2	2	1	-5.634414e-09	1	-0.93468359	0.084896413	0	1	-0.82787198	0.01648638	0	0	0.26378208	-9.9531453	R0:N4:1	c1a1676	2022-03-07@15:49
model	E_kin	U	hx	mu	t	ave_hx	ave_mu	ave_t	ave_U_1	ave_mu_1	ave_t_1	var_U_1	var_mu_1	var_t_1	E0_1	sector_1	githash	time
