

model	E_kin	U	eb1_1	eb2_1	mu	t	tb1_1	tb2_1	ave_mu	ave_t	ave_U_1	ave_eb1_1	ave_eb2_1	ave_mu_1	ave_t_1	ave_tb1_1	ave_tb2_1	var_U_1	var_eb1_1	var_eb2_1	var_mu_1	var_t_1	var_tb1_1	var_tb2_1	E0_1	sector_1	githash	time
1D_2_4b	-1.0130787	4	0.29132106	-0.18991305	1	1	0.44301956	0.45400679	0.86491746	-1.0130787	0.07699406	0.54294467	3.6837707	0.88664229	-0.59648597	-1.5175299	-1.2740258	0.032842585	0.4025197	0.28476972	0.073420605	0.32648859	1.2240953	2.1235993	-4.1424408	R0:N6:S0:1	bdc1e79	2021-10-27@12:51


model	E_kin	U	eb1_1	eb2_1	mu	t	tb1_1	tb2_1	ave_mu	ave_t	ave_U_1	ave_eb1_1	ave_eb2_1	ave_mu_1	ave_t_1	ave_tb1_1	ave_tb2_1	var_U_1	var_eb1_1	var_eb2_1	var_mu_1	var_t_1	var_tb1_1	var_tb2_1	E0_1	sector_1	githash	time
1D_2_4b	-1.0127223	4	0.29538278	-0.19085614	1	1	0.44375564	0.45501206	0.86465969	-1.0127223	0.077116108	0.53894888	3.6867217	0.88716473	-0.59698554	-1.5151914	-1.2701432	0.032885552	0.40022506	0.28240023	0.073283009	0.3269285	1.2247766	2.1221025	-4.1461141	R0:N6:S0:1	bdc1e79	2021-10-27@12:51


model	E_kin	U	eb1_1	eb2_1	mu	t	tb1_1	tb2_1	ave_mu	ave_t	ave_U_1	ave_eb1_1	ave_eb2_1	ave_mu_1	ave_t_1	ave_tb1_1	ave_tb2_1	var_U_1	var_eb1_1	var_eb2_1	var_mu_1	var_t_1	var_tb1_1	var_tb2_1	E0_1	sector_1	githash	time
1D_2_4b	-1.0127225	4	0.29538053	-0.19085573	1	1	0.44375486	0.45501151	0.86465986	-1.0127225	0.077116041	0.53895058	3.6867204	0.88716452	-0.59698537	-1.5151919	-1.2701447	0.032885528	0.40022601	0.28240126	0.07328304	0.32692836	1.2247765	2.1221035	-4.1461119	R0:N6:S0:1	bdc1e79	2021-10-27@12:58


model	E_kin	U	eb1_1	eb2_1	mu	t	tb1_1	tb2_1	ave_mu	ave_t	ave_U_1	ave_eb1_1	ave_eb2_1	ave_mu_1	ave_t_1	ave_tb1_1	ave_tb2_1	var_U_1	var_eb1_1	var_eb2_1	var_mu_1	var_t_1	var_tb1_1	var_tb2_1	E0_1	sector_1	githash	time
1D_2_4b	-1.0127224	4	0.29538274	-0.19085613	1	1	0.44375567	0.45501204	0.86465969	-1.0127224	0.077116106	0.53894895	3.6867216	0.88716472	-0.59698552	-1.5151914	-1.2701432	0.032885551	0.4002251	0.28240026	0.073283013	0.32692849	1.2247766	2.1221025	-4.1461141	R0:N6:S0:1	bdc1e79	2021-10-27@13:08


model	E_kin	U	eb1_1	eb2_1	mu	t	tb1_1	tb2_1	ave_mu	ave_t	ave_U_1	ave_eb1_1	ave_eb2_1	ave_mu_1	ave_t_1	ave_tb1_1	ave_tb2_1	var_U_1	var_eb1_1	var_eb2_1	var_mu_1	var_t_1	var_tb1_1	var_tb2_1	E0_1	sector_1	githash	time
1D_2_4b	-1.0127224	4	0.29538233	-0.19085606	1	1	0.44375567	0.45501194	0.86465972	-1.0127224	0.077116093	0.5389494	3.6867213	0.88716465	-0.59698546	-1.5151918	-1.2701437	0.032885547	0.40022536	0.28240051	0.073283034	0.32692843	1.2247765	2.1221026	-4.1461139	R0:N6:S0:1	bdc1e79	2021-10-27@13:09


model	E_kin	U	eb1_1	eb2_1	mu	t	tb1_1	tb2_1	ave_mu	ave_t	ave_U_1	ave_eb1_1	ave_eb2_1	ave_mu_1	ave_t_1	ave_tb1_1	ave_tb2_1	var_U_1	var_eb1_1	var_eb2_1	var_mu_1	var_t_1	var_tb1_1	var_tb2_1	E0_1	sector_1	githash	time
1D_2_4b	-1.0127224	4	0.29538081	-0.19085582	1	1	0.44375436	0.45501161	0.86465983	-1.0127224	0.077116052	0.53894977	3.6867209	0.88716467	-0.59698554	-1.5151908	-1.2701439	0.032885532	0.4002255	0.28240086	0.073282972	0.32692852	1.2247768	2.1221037	-4.1461114	R0:N6:S0:1	bdc1e79	2021-10-27@13:10


model	E_kin	U	eb1_1	eb2_1	mu	t	tb1_1	tb2_1	ave_mu	ave_t	ave_U_1	ave_eb1_1	ave_eb2_1	ave_mu_1	ave_t_1	ave_tb1_1	ave_tb2_1	var_U_1	var_eb1_1	var_eb2_1	var_mu_1	var_t_1	var_tb1_1	var_tb2_1	E0_1	sector_1	githash	time
1D_2_4b	-1.0127067	4	0.29558555	-0.19091427	1	1	0.44381692	0.45507832	0.86463421	-1.0127067	0.077122528	0.53879229	3.6868395	0.8871841	-0.59699998	-1.5151297	-1.2700165	0.032887853	0.40013365	0.2823048	0.073280483	0.32694066	1.224783	2.1220094	-4.1463962	R0:N6:S0:1	bdc1e79	2021-10-27@13:37


model	E_kin	U	eb1_1	eb2_1	mu	t	tb1_1	tb2_1	ave_mu	ave_t	ave_U_1	ave_eb1_1	ave_eb2_1	ave_mu_1	ave_t_1	ave_tb1_1	ave_tb2_1	var_U_1	var_eb1_1	var_eb2_1	var_mu_1	var_t_1	var_tb1_1	var_tb2_1	E0_1	sector_1	githash	time
1D_2_4b	-1.0127071	4	0.29557641	-0.19091242	1	1	0.44381279	0.45507654	0.86463473	-1.0127071	0.077122278	0.53879916	3.6868341	0.88718339	-0.59699936	-1.5151311	-1.2700233	0.032887763	0.40013736	0.28230921	0.07328057	0.32694018	1.2247827	2.1220139	-4.1463857	R0:N6:S0:1	bdc1e79	2021-10-27@13:37


model	E_kin	U	eb1_1	eb2_1	mu	t	tb1_1	tb2_1	ave_mu	ave_t	ave_U_1	ave_eb1_1	ave_eb2_1	ave_mu_1	ave_t_1	ave_tb1_1	ave_tb2_1	var_U_1	var_eb1_1	var_eb2_1	var_mu_1	var_t_1	var_tb1_1	var_tb2_1	E0_1	sector_1	githash	time
1D_2_4b	-1.0127071	4	0.29557722	-0.19091227	1	1	0.44381358	0.45507652	0.86463447	-1.0127071	0.077122296	0.53879901	3.6868342	0.88718337	-0.59699932	-1.5151317	-1.2700231	0.03288777	0.40013736	0.28230906	0.0732806	0.32694013	1.2247826	2.1220133	-4.1463859	R0:N6:S0:1	bdc1e79	2021-10-27@13:38


model	E_kin	U	eb1_1	eb2_1	mu	t	tb1_1	tb2_1	ave_mu	ave_t	ave_U_1	ave_eb1_1	ave_eb2_1	ave_mu_1	ave_t_1	ave_tb1_1	ave_tb2_1	var_U_1	var_eb1_1	var_eb2_1	var_mu_1	var_t_1	var_tb1_1	var_tb2_1	E0_1	sector_1	githash	time
1D_2_4b	-1.012707	4	0.29558342	-0.19091382	1	1	0.44381691	0.45507773	0.86463444	-1.012707	0.07712246	0.53879462	3.6868379	0.88718376	-0.59699965	-1.5151315	-1.2700187	0.032887829	0.40013501	0.28230611	0.073280587	0.32694036	1.2247824	2.12201	-4.1463949	R0:N6:S0:1	bdc1e79	2021-10-27@13:42


model	E_kin	U	eb1_1	eb2_1	mu	t	tb1_1	tb2_1	ave_mu	ave_t	ave_U_1	ave_eb1_1	ave_eb2_1	ave_mu_1	ave_t_1	ave_tb1_1	ave_tb2_1	var_U_1	var_eb1_1	var_eb2_1	var_mu_1	var_t_1	var_tb1_1	var_tb2_1	E0_1	sector_1	githash	time
1D_2_4b	-1.0127069	4	0.29557676	-0.19091244	1	1	0.44381296	0.45507664	0.864634	-1.0127069	0.077122289	0.538799	3.6868342	0.88718341	-0.59699936	-1.5151311	-1.2700233	0.032887768	0.40013728	0.28230911	0.073280574	0.32694018	1.2247827	2.1220137	-4.146386	R0:N6:S0:1	bdc1e79	2021-10-27@13:43


model	E_kin	U	eb1_1	eb2_1	mu	t	tb1_1	tb2_1	ave_mu	ave_t	ave_U_1	ave_eb1_1	ave_eb2_1	ave_mu_1	ave_t_1	ave_tb1_1	ave_tb2_1	var_U_1	var_eb1_1	var_eb2_1	var_mu_1	var_t_1	var_tb1_1	var_tb2_1	E0_1	sector_1	githash	time
1D_2_4b	-1.0127076	4	0.29560906	-0.19091703	1	1	0.44382745	0.45508231	0.86463761	-1.0127076	0.077123175	0.5387755	3.6868526	0.88718597	-0.59700151	-1.5151266	-1.2699995	0.032888084	0.40012474	0.28229423	0.073280255	0.32694189	1.2247847	2.1219979	-4.1464147	R0:N6:S0:1	bdc1e79	2021-10-27@13:44


model	E_kin	U	eb1_1	eb2_1	mu	t	tb1_1	tb2_1	ave_mu	ave_t	ave_U_1	ave_eb1_1	ave_eb2_1	ave_mu_1	ave_t_1	ave_tb1_1	ave_tb2_1	var_U_1	var_eb1_1	var_eb2_1	var_mu_1	var_t_1	var_tb1_1	var_tb2_1	E0_1	sector_1	githash	time
1D_2_4b	-1.0127096	4	0.29560829	-0.1909168	1	1	0.44382661	0.45508192	0.86464271	-1.0127096	0.077123148	0.53877525	3.6868527	0.88718604	-0.59700166	-1.5151256	-1.2699989	0.032888074	0.40012459	0.28229416	0.073280181	0.32694204	1.2247852	2.1219986	-4.1464125	R0:N6:S0:1	bdc1e79	2021-10-27@13:54


model	E_kin	U	eb1_1	eb2_1	mu	t	tb1_1	tb2_1	ave_mu	ave_t	ave_U_1	ave_eb1_1	ave_eb2_1	ave_mu_1	ave_t_1	ave_tb1_1	ave_tb2_1	var_U_1	var_eb1_1	var_eb2_1	var_mu_1	var_t_1	var_tb1_1	var_tb2_1	E0_1	sector_1	githash	time
1D_2_4b	-1.0127222	4	0.29538915	-0.19085929	1	1	0.44375838	0.45501438	0.86465929	-1.0127222	0.077116298	0.53894391	3.6867257	0.88716518	-0.5969859	-1.5151903	-1.2701391	0.032885621	0.40022212	0.28239691	0.073282994	0.32692874	1.2247759	2.1220991	-4.1461294	R0:N6:S0:1	bdc1e79	2021-10-27@13:55


model	E_kin	U	eb1_1	eb2_1	mu	t	tb1_1	tb2_1	ave_mu	ave_t	ave_U_1	ave_eb1_1	ave_eb2_1	ave_mu_1	ave_t_1	ave_tb1_1	ave_tb2_1	var_U_1	var_eb1_1	var_eb2_1	var_mu_1	var_t_1	var_tb1_1	var_tb2_1	E0_1	sector_1	githash	time
1D_2_4b	-1.0127221	4	0.29538992	-0.19085934	1	1	0.44375874	0.45501441	0.86465925	-1.0127221	0.077116317	0.53894325	3.6867263	0.88716525	-0.59698598	-1.5151901	-1.2701383	0.032885627	0.40022178	0.28239649	0.073282978	0.32692881	1.224776	2.1220988	-4.1461297	R0:N6:S0:1	bdc1e79	2021-10-27@14:11


model	E_kin	U	eb1_1	eb2_1	mu	t	tb1_1	tb2_1	ave_mu	ave_t	ave_U_1	ave_eb1_1	ave_eb2_1	ave_mu_1	ave_t_1	ave_tb1_1	ave_tb2_1	var_U_1	var_eb1_1	var_eb2_1	var_mu_1	var_t_1	var_tb1_1	var_tb2_1	E0_1	sector_1	githash	time
1D_2_4b	-1.0127221	4	0.29538992	-0.19085934	1	1	0.44375874	0.45501441	0.86465925	-1.0127221	0.077116317	0.53894325	3.6867263	0.88716525	-0.59698598	-1.5151901	-1.2701383	0.032885627	0.40022178	0.28239649	0.073282978	0.32692881	1.224776	2.1220988	-4.1461297	R0:N6:S0:1	bdc1e79	2021-10-27@14:18


model	E_kin	U	eb1_1	eb2_1	mu	t	tb1_1	tb2_1	ave_mu	ave_t	ave_U_1	ave_eb1_1	ave_eb2_1	ave_mu_1	ave_t_1	ave_tb1_1	ave_tb2_1	var_U_1	var_eb1_1	var_eb2_1	var_mu_1	var_t_1	var_tb1_1	var_tb2_1	E0_1	sector_1	githash	time
1D_2_4b	-1.0127222	4	0.29538915	-0.19085929	1	1	0.44375838	0.45501438	0.86465929	-1.0127222	0.077116298	0.53894391	3.6867257	0.88716518	-0.5969859	-1.5151903	-1.2701391	0.032885621	0.40022212	0.28239691	0.073282994	0.32692874	1.2247759	2.1220991	-4.1461294	R0:N6:S0:1	bdc1e79	2021-10-27@14:20


model	E_kin	U	eb1_1	eb2_1	mu	t	tb1_1	tb2_1	ave_mu	ave_t	ave_U_1	ave_eb1_1	ave_eb2_1	ave_mu_1	ave_t_1	ave_tb1_1	ave_tb2_1	var_U_1	var_eb1_1	var_eb2_1	var_mu_1	var_t_1	var_tb1_1	var_tb2_1	E0_1	sector_1	githash	time
1D_2_4b	-1.0127221	4	0.29538992	-0.19085934	1	1	0.44375874	0.45501441	0.86465925	-1.0127221	0.077116317	0.53894325	3.6867263	0.88716525	-0.59698598	-1.5151901	-1.2701383	0.032885627	0.40022178	0.28239649	0.073282978	0.32692881	1.224776	2.1220988	-4.1461297	R0:N6:S0:1	bdc1e79	2021-10-27@14:22


model	E_kin	U	eb1_1	eb2_1	mu	t	tb1_1	tb2_1	ave_mu	ave_t	ave_U_1	ave_eb1_1	ave_eb2_1	ave_mu_1	ave_t_1	ave_tb1_1	ave_tb2_1	var_U_1	var_eb1_1	var_eb2_1	var_mu_1	var_t_1	var_tb1_1	var_tb2_1	E0_1	sector_1	githash	time
1D_2_4b	-1.0127222	4	0.2953893	-0.19085942	1	1	0.44375847	0.45501448	0.86465928	-1.0127222	0.077116304	0.53894384	3.6867258	0.88716518	-0.5969859	-1.5151903	-1.2701391	0.032885623	0.40022207	0.28239686	0.073283001	0.32692874	1.2247758	2.122099	-4.14613	R0:N6:S0:1	bdc1e79	2021-10-27@14:22


model	E_kin	U	eb1_1	eb2_1	mu	t	tb1_1	tb2_1	ave_mu	ave_t	ave_U_1	ave_eb1_1	ave_eb2_1	ave_mu_1	ave_t_1	ave_tb1_1	ave_tb2_1	var_U_1	var_eb1_1	var_eb2_1	var_mu_1	var_t_1	var_tb1_1	var_tb2_1	E0_1	sector_1	githash	time
1D_2_4b	-1.0127221	4	0.29539029	-0.19085912	1	1	0.44375888	0.45501427	0.86465924	-1.0127221	0.077116323	0.53894289	3.6867265	0.8871653	-0.59698604	-1.5151899	-1.2701377	0.032885629	0.40022162	0.28239628	0.073282956	0.32692886	1.2247762	2.1220987	-4.1461287	R0:N6:S0:1	bdc1e79	2021-10-27@14:23


model	E_kin	U	eb1_1	eb2_1	mu	t	tb1_1	tb2_1	ave_mu	ave_t	ave_U_1	ave_eb1_1	ave_eb2_1	ave_mu_1	ave_t_1	ave_tb1_1	ave_tb2_1	var_U_1	var_eb1_1	var_eb2_1	var_mu_1	var_t_1	var_tb1_1	var_tb2_1	E0_1	sector_1	githash	time
1D_2_4b	-1.0127063	4	0.29559062	-0.19091378	1	1	0.4438194	0.45507805	0.86463375	-1.0127063	0.07712264	0.53878809	3.6868428	0.88718457	-0.5970005	-1.5151287	-1.2700109	0.032887892	0.40013161	0.28230217	0.073280356	0.3269411	1.2247842	2.1220072	-4.146395	R0:N6:S0:1	bdc1e79	2021-10-27@14:23
model	E_kin	U	eb1_1	eb2_1	mu	t	tb1_1	tb2_1	ave_mu	ave_t	ave_U_1	ave_eb1_1	ave_eb2_1	ave_mu_1	ave_t_1	ave_tb1_1	ave_tb2_1	var_U_1	var_eb1_1	var_eb2_1	var_mu_1	var_t_1	var_tb1_1	var_tb2_1	E0_1	sector_1	githash	time
1D_2_4b	-1.0095457	4	0.38469698	-0.2168556	1	1	0.4839758	0.47500155	0.85964817	-1.0095457	0.079452443	0.48261363	3.7308262	0.89328007	-0.60232757	-1.5017548	-1.2143281	0.033717701	0.36832654	0.24591632	0.072716048	0.33079637	1.2259821	2.081589	-4.282607	R0:N6:S0:1	c788fd8	2022-03-16@16:32
model	E_kin	U	eb1_1	eb2_1	mu	t	tb1_1	tb2_1	ave_mu	ave_t	ave_U_1	ave_eb1_1	ave_eb2_1	ave_mu_1	ave_t_1	ave_tb1_1	ave_tb2_1	var_U_1	var_eb1_1	var_eb2_1	var_mu_1	var_t_1	var_tb1_1	var_tb2_1	E0_1	sector_1	githash	time
1D_2_4b	-1.0095457	4	0.38469698	-0.2168556	1	1	0.4839758	0.47500155	0.85964817	-1.0095457	0.079452443	0.48261363	3.7308262	0.89328007	-0.60232757	-1.5017548	-1.2143281	0.033717701	0.36832654	0.24591632	0.072716048	0.33079637	1.2259821	2.081589	-4.282607	R0:N6:S0:1	c788fd8	2022-03-16@16:32
model	E_kin	U	eb1_1	eb2_1	mu	t	tb1_1	tb2_1	ave_mu	ave_t	ave_U_1	ave_eb1_1	ave_eb2_1	ave_mu_1	ave_t_1	ave_tb1_1	ave_tb2_1	var_U_1	var_eb1_1	var_eb2_1	var_mu_1	var_t_1	var_tb1_1	var_tb2_1	E0_1	sector_1	githash	time
1D_2_4b	-1.0095457	4	0.38469698	-0.2168556	1	1	0.4839758	0.47500155	0.85964817	-1.0095457	0.079452443	0.48261363	3.7308262	0.89328007	-0.60232757	-1.5017548	-1.2143281	0.033717701	0.36832654	0.24591632	0.072716048	0.33079637	1.2259821	2.081589	-4.282607	R0:N6:S0:1	c788fd8	2022-03-16@18:37
model	E_kin	U	eb1_1	eb2_1	mu	t	tb1_1	tb2_1	ave_mu	ave_t	ave_U_1	ave_eb1_1	ave_eb2_1	ave_mu_1	ave_t_1	ave_tb1_1	ave_tb2_1	var_U_1	var_eb1_1	var_eb2_1	var_mu_1	var_t_1	var_tb1_1	var_tb2_1	E0_1	sector_1	githash	time
1D_2_4b	-1.0095451	4	0.38469891	-0.21685701	1	1	0.48397681	0.47500266	0.85964658	-1.0095451	0.079452509	0.48261311	3.7308267	0.89328011	-0.60232753	-1.5017551	-1.2143283	0.033717725	0.36832616	0.24591594	0.072716107	0.3307963	1.2259815	2.081588	-4.2826142	R0:N6:S0:1	c788fd8	2022-03-16@18:37
model	E_kin	U	eb1_1	eb2_1	mu	t	tb1_1	tb2_1	ave_mu	ave_t	ave_U_1	ave_eb1_1	ave_eb2_1	ave_mu_1	ave_t_1	ave_tb1_1	ave_tb2_1	var_U_1	var_eb1_1	var_eb2_1	var_mu_1	var_t_1	var_tb1_1	var_tb2_1	E0_1	sector_1	githash	time
1D_2_4b	-1.0095451	4	0.38469875	-0.21685715	1	1	0.4839769	0.47500266	0.85964657	-1.0095451	0.079452503	0.48261326	3.7308266	0.89328007	-0.6023275	-1.5017553	-1.2143285	0.033717723	0.36832624	0.24591599	0.072716123	0.33079626	1.2259813	2.081588	-4.282615	R0:N6:S0:1	c788fd8	2022-03-16@18:38
model	E_kin	U	eb1_1	eb2_1	mu	t	tb1_1	tb2_1	ave_mu	ave_t	ave_U_1	ave_eb1_1	ave_eb2_1	ave_mu_1	ave_t_1	ave_tb1_1	ave_tb2_1	var_U_1	var_eb1_1	var_eb2_1	var_mu_1	var_t_1	var_tb1_1	var_tb2_1	E0_1	sector_1	githash	time
1D_2_4b	-1.0095451	4	0.38469891	-0.21685701	1	1	0.48397681	0.47500266	0.85964658	-1.0095451	0.079452509	0.48261311	3.7308267	0.89328011	-0.60232753	-1.5017551	-1.2143283	0.033717725	0.36832616	0.24591594	0.072716107	0.3307963	1.2259815	2.081588	-4.2826142	R0:N6:S0:1	c788fd8	2022-03-16@18:39
model	E_kin	U	eb1_1	eb2_1	mu	t	tb1_1	tb2_1	ave_mu	ave_t	ave_U_1	ave_eb1_1	ave_eb2_1	ave_mu_1	ave_t_1	ave_tb1_1	ave_tb2_1	var_U_1	var_eb1_1	var_eb2_1	var_mu_1	var_t_1	var_tb1_1	var_tb2_1	E0_1	sector_1	githash	time
1D_2_4b	-0.99268597	4	0.76382824	-0.2839723	1	1	0.61137829	0.52620311	0.84407312	-0.99268597	0.086799171	0.34558394	3.8195126	0.91745172	-0.62349343	-1.4067442	-1.0614115	0.036251467	0.28446296	0.16865397	0.06771657	0.34871615	1.2896518	1.978708	-4.6267368	R0:N6:S0:1	c788fd8	2022-03-16@18:39
model	E_kin	U	eb1_1	eb2_1	mu	t	tb1_1	tb2_1	ave_mu	ave_t	ave_U_1	ave_eb1_1	ave_eb2_1	ave_mu_1	ave_t_1	ave_tb1_1	ave_tb2_1	var_U_1	var_eb1_1	var_eb2_1	var_mu_1	var_t_1	var_tb1_1	var_tb2_1	E0_1	sector_1	githash	time
1D_2_4b	-0.96771352	4	1.3290703	-1.3290703	2	1	0.66353093	0.6635309	1	-0.96771352	0.1049412	0.10140526	3.8985947	1	-0.67401247	-0.85808006	-0.85808005	0.042082602	0.096051308	0.096051306	0.039458641	0.4157683	1.7630523	1.7630523	-10.693952	R0:N6:S0:1	e569cda	2022-03-21@18:29
1D_2_4b	-0.96771577	4	1.3528807	-1.3048955	1.98	1	0.66394878	0.66304707	1.0000167	-0.96771577	0.10499416	0.10130658	3.8984843	1.0001046	-0.67401055	-0.857739	-0.85845826	0.042099441	0.095966753	0.096146539	0.039459706	0.41576573	1.7635697	1.7625253	-10.557234	R0:N6:S0:1	e569cda	2022-03-21@18:29
1D_2_4b	-0.96771954	4	1.3765433	-1.2804756	1.96	1	0.66432915	0.66251761	1.0000339	-0.96771954	0.10504817	0.10121078	3.8983677	1.0002107	-0.67400723	-0.85740457	-0.85885421	0.042116605	0.095884877	0.096247158	0.039461309	0.41576163	1.7640931	1.7619889	-10.419504	R0:N6:S0:1	e569cda	2022-03-21@18:29
